Offer_ID,Offer_Send_Date,Offer_Start_Date,Offer_End_Date,Offer_Title,SubCategory2,Segment,Offer_Type,Duration_Type,Offer_Status,Offer_Open_Date,Offer_Activation_Date,Offer_Redeem_Date,Reward_Value_USD,Offer_Period_Visited,Incremental_Revenue,Opened,Activated,Redeemed,Achievement_Rate,Region,Time_to_Respond,Redeem_DayOfWeek,Loyalty_Tier,Customer_Journey,Offer_Month,Customer_ID
OFF00102,2024-02-22,2024-02-23,2024-03-01,Free Tyre Check with Car Care Service,Salty Snacks,Loyalist,BOGO,Fortnightly,Redeemed,2024-02-23,2024-02-24,2024-02-25,1.92,1,0.0,0,0,0,0,East,2.0,Sunday,Gold,Early Life,2024-02,CUST00103
OFF00103,2024-01-16,2024-01-17,2024-01-31,Buy Hot Coffee and Get 50 Points,Soft Drinks,Loyalist,Cashback,Weekly,Expired,2024-01-18,2024-01-19,,4.63,1,0.0,1,1,0,0,Central,,,Platinum,Early Life,2024-01,CUST00104
OFF00104,2024-04-28,2024-04-29,2024-05-06,Buy 2 Get 1 Free on Sodas,Sweet Snacks,Lapsed,Cashback,Weekly,Expired,2024-04-30,2024-05-01,,1.83,1,0.0,1,0,0,0,West,,,Brown,In Life,2024-04,CUST00105
OFF00105,2024-01-28,2024-01-29,2024-02-05,Flat $1 off Printer Services,Hot Coffee,Lapsed,BOGO,Fortnightly,Redeemed,2024-01-30,2024-01-31,2024-02-01,3.26,1,5.512342511326367,1,1,1,1,Central,3.0,Thursday,Silver,Early Life,2024-01,CUST00106
OFF00106,2024-06-11,2024-06-12,2024-07-12,Get $2 Off Sweet Snacks Combo,Energy Drinks,Loyalist,BOGO,Weekly,Redeemed,2024-06-12,2024-06-13,2024-06-14,3.09,1,0.0,1,1,0,0,Central,2.0,Friday,Silver,Early Life,2024-06,CUST00107
OFF00107,2024-05-09,2024-05-10,2024-06-09,Get $2 Cashback on Car Care,Frozen Foods,Loyalist,Cashback,Fortnightly,Expired,2024-05-10,2024-05-11,,4.33,1,0.0,1,1,0,0,North,,,Brown,In Life,2024-05,CUST00108
OFF00108,2024-03-01,2024-03-02,2024-03-16,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,Loyalist,Discount,Weekly,Redeemed,2024-03-02,2024-03-03,2024-03-04,2.59,1,4.1054514844147185,1,1,1,1,East,2.0,Monday,Gold,Early Life,2024-03,CUST00109
OFF00109,2024-02-24,2024-02-25,2024-03-26,Buy 1 Get 1 Sweet Snacks Free,Car Care,Lapsed,BOGO,Weekly,Expired,2024-02-25,2024-02-26,,1.57,1,3.4114288517072198,1,1,1,1,East,,,Brown,Early Life,2024-02,CUST00110
OFF00110,2024-01-18,2024-01-19,2024-01-26,20% off Carbonated Drinks,Energy Drinks,Loyalist,BOGO,Fortnightly,Expired,2024-01-19,,,3.83,1,0.0,1,1,0,0,East,,,Brown,Elapsed,2024-01,CUST00111
OFF00111,2024-02-18,2024-02-19,2024-03-20,Buy 1 Get 1 Sweet Snacks Free,Grocery,Lapsed,Cashback,Weekly,Redeemed,2024-02-19,2024-02-20,2024-02-22,3.43,0,0.0,1,1,0,0,West,3.0,Thursday,Brown,In Life,2024-02,CUST00112
OFF00112,2024-04-11,2024-04-12,2024-04-26,Free Print Credit on Recharge,Energy Drinks,Lapsed,BOGO,Weekly,Expired,2024-04-13,2024-04-14,,4.31,1,0.0,1,1,0,0,North,,,Brown,Elapsed,2024-04,CUST00113
OFF00113,2024-02-11,2024-02-12,2024-02-26,Buy 1 Get 1 Sweet Snacks Free,Grocery,Lapsed,BOGO,Weekly,Redeemed,2024-02-12,2024-02-13,2024-02-14,4.03,1,0.0,1,1,0,0,East,2.0,Wednesday,Brown,Early Life,2024-02,CUST00114
OFF00114,2024-01-07,2024-01-08,2024-01-22,Buy 2 Get 1 Free on Sodas,Car Care,Loyalist,BOGO,Weekly,Expired,2024-01-08,2024-01-09,,4.58,1,0.0,1,1,0,0,Central,,,Silver,In Life,2024-01,CUST00115
OFF00115,2024-05-11,2024-05-12,2024-06-11,Flat $1 off Printer Services,Frozen Foods,New,BOGO,Fortnightly,Expired,2024-05-12,,,4.36,1,0.0,1,1,0,0,Central,,,Gold,In Life,2024-05,CUST00116
OFF00116,2024-06-19,2024-06-20,2024-07-20,Flat $1 Off Hot Coffee,Grocery,New,Cashback,Weekly,Opened,2024-06-20,,,3.74,1,5.69617619413287,1,1,1,1,Central,,,Brown,Elapsed,2024-06,CUST00117
OFF00117,2024-02-28,2024-02-29,2024-03-30,Buy 1 Get 1 Sweet Snacks Free,Sweet Snacks,New,BOGO,Weekly,Expired,,,,2.86,1,4.3661375576528725,1,1,1,1,West,,,Platinum,Elapsed,2024-02,CUST00118
OFF00118,2024-02-18,2024-02-19,2024-03-20,20% off Carbonated Drinks,Soft Drinks,Lapsed,BOGO,Fortnightly,Expired,2024-02-19,,,1.08,0,0.0,1,1,0,0,West,,,Silver,Elapsed,2024-02,CUST00119
OFF00119,2024-02-29,2024-03-01,2024-03-31,Flat $1 Off Hot Coffee,Energy Drinks,Loyalist,BOGO,Fortnightly,Expired,2024-03-02,,,2.23,1,0.0,1,1,0,0,Central,,,Gold,In Life,2024-02,CUST00120
OFF00120,2024-01-06,2024-01-07,2024-01-21,Flat $1 Off Hot Coffee,Energy Drinks,New,Cashback,Monthly,Expired,2024-01-07,2024-01-08,,3.91,1,7.938414409332375,1,1,1,1,North,,,Brown,In Life,2024-01,CUST00121
OFF00121,2024-05-27,2024-05-28,2024-06-11,Free Tyre Check with Car Care Service,Hot Coffee,Loyalist,BOGO,Fortnightly,Redeemed,2024-05-29,2024-05-30,2024-05-31,1.24,0,0.0,1,1,0,0,Central,3.0,Friday,Silver,In Life,2024-05,CUST00122
OFF00122,2024-01-31,2024-02-01,2024-03-02,Free Print Credit on Recharge,Energy Drinks,Loyalist,BOGO,Fortnightly,Redeemed,2024-02-02,2024-02-03,2024-02-05,4.03,1,0.0,0,0,0,0,Central,4.0,Monday,Brown,In Life,2024-01,CUST00123
OFF00123,2024-04-25,2024-04-26,2024-05-03,Get $2 Off Sweet Snacks Combo,Frozen Foods,Lapsed,Cashback,Weekly,Expired,2024-04-26,,,3.07,1,0.0,1,1,0,0,North,,,Brown,Early Life,2024-04,CUST00124
OFF00124,2024-05-29,2024-05-30,2024-06-13,20% off Carbonated Drinks,Energy Drinks,New,BOGO,Weekly,Redeemed,2024-05-30,2024-05-31,2024-06-01,4.47,1,0.0,1,0,0,0,Central,2.0,Saturday,Silver,Elapsed,2024-05,CUST00125
OFF00125,2024-03-25,2024-03-26,2024-04-02,Get $2 Cashback on Car Care,Grocery,Loyalist,BOGO,Monthly,Expired,2024-03-27,2024-03-28,,3.64,1,0.0,0,0,0,0,Central,,,Silver,In Life,2024-03,CUST00126
OFF00126,2024-06-08,2024-06-09,2024-06-16,Flat $1 off Printer Services,Grocery,Lapsed,Cashback,Fortnightly,Redeemed,2024-06-09,2024-06-10,2024-06-12,4.19,1,0.0,1,0,0,0,North,3.0,Wednesday,Brown,Early Life,2024-06,CUST00127
OFF00127,2024-02-16,2024-02-17,2024-03-02,Free Tyre Check with Car Care Service,Hot Coffee,Loyalist,BOGO,Weekly,Expired,2024-02-17,,,1.69,1,2.793361221162443,1,1,1,1,Central,,,Gold,Elapsed,2024-02,CUST00128
OFF00128,2024-06-10,2024-06-11,2024-06-18,Flat $1 off Printer Services,Car Care,Loyalist,BOGO,Fortnightly,Expired,2024-06-11,2024-06-12,,1.69,1,0.0,1,0,0,0,North,,,Brown,In Life,2024-06,CUST00129
OFF00129,2024-06-03,2024-06-04,2024-06-11,Free Print Credit on Recharge,Hot Coffee,New,Cashback,Monthly,Redeemed,2024-06-04,2024-06-05,2024-06-06,1.84,1,3.9896560130358543,1,1,1,1,Central,2.0,Thursday,Brown,Early Life,2024-06,CUST00130
OFF00130,2024-02-13,2024-02-14,2024-02-28,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,Lapsed,BOGO,Weekly,Expired,2024-02-14,2024-02-15,,2.33,1,0.0,0,0,0,0,East,,,Silver,In Life,2024-02,CUST00131
OFF00131,2024-06-06,2024-06-07,2024-06-21,Free Print Credit on Recharge,Soft Drinks,Lapsed,BOGO,Monthly,Expired,2024-06-08,,,4.62,1,0.0,1,1,0,0,South,,,Silver,Early Life,2024-06,CUST00132
OFF00132,2024-06-09,2024-06-10,2024-07-10,Free Tyre Check with Car Care Service,Sweet Snacks,New,Discount,Fortnightly,Activated,2024-06-11,2024-06-12,,4.1,1,0.0,1,0,0,0,South,,,Platinum,Elapsed,2024-06,CUST00133
OFF00133,2024-06-03,2024-06-04,2024-06-18,Flat $1 off Printer Services,Grocery,Loyalist,BOGO,Monthly,Expired,2024-06-05,,,2.46,1,5.401429107127012,1,1,1,1,Central,,,Silver,Early Life,2024-06,CUST00134
OFF00134,2024-02-25,2024-02-26,2024-03-04,Get $2 Off Sweet Snacks Combo,Energy Drinks,New,Cashback,Fortnightly,Redeemed,2024-02-27,2024-02-28,2024-02-29,4.67,1,0.0,1,0,0,0,Central,3.0,Thursday,Silver,Elapsed,2024-02,CUST00135
OFF00135,2024-05-30,2024-05-31,2024-06-14,Buy 1 Get 1 Sweet Snacks Free,Soft Drinks,New,Cashback,Weekly,Redeemed,2024-06-01,2024-06-02,2024-06-04,4.12,1,0.0,1,1,0,0,West,4.0,Tuesday,Brown,Early Life,2024-05,CUST00136
OFF00136,2024-02-12,2024-02-13,2024-03-14,Get $2 Cashback on Car Care,Energy Drinks,New,BOGO,Fortnightly,Redeemed,2024-02-13,2024-02-14,2024-02-16,3.62,1,0.0,1,0,0,0,Central,3.0,Friday,Gold,Early Life,2024-02,CUST00137
OFF00137,2024-02-23,2024-02-24,2024-03-09,Flat $1 Off Hot Coffee,Salty Snacks,Loyalist,Cashback,Monthly,Redeemed,2024-02-24,2024-02-25,2024-02-27,2.75,1,0.0,1,0,0,0,Central,3.0,Tuesday,Brown,In Life,2024-02,CUST00138
OFF00138,2024-03-08,2024-03-09,2024-03-16,Buy Hot Coffee and Get 50 Points,Sweet Snacks,Loyalist,Cashback,Weekly,Redeemed,2024-03-09,2024-03-10,2024-03-11,3.61,1,0.0,1,0,0,0,West,2.0,Monday,Gold,Early Life,2024-03,CUST00139
OFF00139,2024-02-22,2024-02-23,2024-03-08,Free Print Credit on Recharge,Energy Drinks,Loyalist,BOGO,Weekly,Expired,,,,3.37,0,5.575437572391537,1,1,1,1,Central,,,Platinum,In Life,2024-02,CUST00140
OFF00140,2024-02-09,2024-02-10,2024-02-17,Buy 2 Get 1 Free on Sodas,Frozen Foods,New,BOGO,Weekly,Expired,2024-02-11,,,4.13,1,0.0,1,0,0,0,North,,,Gold,Elapsed,2024-02,CUST00141
OFF00141,2024-03-26,2024-03-27,2024-04-10,Flat $1 off Printer Services,Sweet Snacks,New,BOGO,Fortnightly,Expired,2024-03-27,2024-03-28,,1.9,1,0.0,1,0,0,0,Central,,,Gold,Early Life,2024-03,CUST00142
OFF00142,2024-05-16,2024-05-17,2024-06-16,Free Tyre Check with Car Care Service,Car Care,Loyalist,BOGO,Weekly,Expired,2024-05-17,,,4.54,1,0.0,0,0,0,0,Central,,,Gold,In Life,2024-05,CUST00143
OFF00143,2024-04-04,2024-04-05,2024-05-05,Free Tyre Check with Car Care Service,Sweet Snacks,Lapsed,Discount,Fortnightly,Redeemed,2024-04-06,2024-04-07,2024-04-08,3.37,1,0.0,1,1,0,0,Central,3.0,Monday,Silver,In Life,2024-04,CUST00144
OFF00144,2024-05-17,2024-05-18,2024-06-01,Get $2 Cashback on Car Care,Printer Services,New,BOGO,Weekly,Expired,2024-05-19,,,4.23,1,0.0,1,1,0,0,Central,,,Brown,Elapsed,2024-05,CUST00145
OFF00145,2024-01-10,2024-01-11,2024-01-18,Free Tyre Check with Car Care Service,Grocery,Lapsed,Cashback,Fortnightly,Expired,2024-01-12,2024-01-13,,2.39,1,0.0,0,0,0,0,Central,,,Gold,Early Life,2024-01,CUST00146
OFF00146,2024-06-06,2024-06-07,2024-07-07,Free Tyre Check with Car Care Service,Grocery,Lapsed,Cashback,Weekly,Activated,2024-06-07,2024-06-08,,2.57,1,0.0,1,1,0,0,East,,,Silver,Early Life,2024-06,CUST00147
OFF00147,2024-05-17,2024-05-18,2024-05-25,Get $2 Off Sweet Snacks Combo,Sweet Snacks,New,BOGO,Monthly,Expired,2024-05-19,2024-05-20,,4.75,0,9.322007284168302,1,1,1,1,West,,,Gold,In Life,2024-05,CUST00148
OFF00148,2024-02-05,2024-02-06,2024-02-20,Flat $1 Off Hot Coffee,Soft Drinks,Lapsed,Cashback,Fortnightly,Redeemed,2024-02-07,2024-02-08,2024-02-10,3.49,0,0.0,0,0,0,0,South,4.0,Saturday,Silver,In Life,2024-02,CUST00149
OFF00149,2024-06-20,2024-06-21,2024-07-21,Get $2 Cashback on Car Care,Car Care,New,Cashback,Monthly,Redeemed,2024-06-22,2024-06-23,2024-06-25,2.27,1,0.0,1,1,0,0,Central,4.0,Tuesday,Brown,Early Life,2024-06,CUST00150
OFF00150,2024-02-12,2024-02-13,2024-03-14,20% off Carbonated Drinks,Car Care,Loyalist,BOGO,Weekly,Expired,2024-02-13,,,1.33,0,0.0,0,0,0,0,East,,,Gold,Elapsed,2024-02,CUST00151
OFF00151,2024-04-16,2024-04-17,2024-04-24,20% off Carbonated Drinks,Energy Drinks,Loyalist,Discount,Monthly,Redeemed,2024-04-18,2024-04-19,2024-04-21,2.74,1,0.0,1,1,0,0,North,4.0,Sunday,Silver,In Life,2024-04,CUST00152
OFF00152,2024-05-30,2024-05-31,2024-06-30,20% off Carbonated Drinks,Sweet Snacks,Loyalist,Discount,Weekly,Expired,,,,4.4,1,0.0,1,0,0,0,Central,,,Platinum,Early Life,2024-05,CUST00153
OFF00153,2024-05-11,2024-05-12,2024-05-19,20% off Carbonated Drinks,Hot Coffee,Lapsed,BOGO,Monthly,Expired,,,,2.01,0,0.0,1,1,0,0,Central,,,Platinum,Early Life,2024-05,CUST00154
OFF00154,2024-05-19,2024-05-20,2024-05-27,Buy 1 Get 1 Sweet Snacks Free,Energy Drinks,Lapsed,Cashback,Monthly,Expired,,,,4.44,1,0.0,1,0,0,0,East,,,Gold,In Life,2024-05,CUST00155
OFF00155,2024-05-03,2024-05-04,2024-05-18,Buy 2 Get 1 Free on Sodas,Hot Coffee,Loyalist,BOGO,Weekly,Expired,2024-05-05,2024-05-06,,1.65,0,0.0,1,0,0,0,North,,,Brown,Early Life,2024-05,CUST00156
OFF00156,2024-02-18,2024-02-19,2024-02-26,Free Tyre Check with Car Care Service,Energy Drinks,Lapsed,BOGO,Fortnightly,Expired,2024-02-20,2024-02-21,,1.52,0,0.0,1,1,0,0,West,,,Platinum,Elapsed,2024-02,CUST00157
OFF00157,2024-05-31,2024-06-01,2024-07-01,Free Print Credit on Recharge,Energy Drinks,Lapsed,BOGO,Weekly,Sent,,,,3.42,1,7.604295377610474,1,1,1,1,East,,,Silver,In Life,2024-05,CUST00158
OFF00158,2024-05-20,2024-05-21,2024-05-28,Buy 2 Get 1 Free on Sodas,Frozen Foods,Lapsed,BOGO,Weekly,Expired,2024-05-22,2024-05-23,,4.22,0,0.0,0,0,0,0,Central,,,Brown,Elapsed,2024-05,CUST00159
OFF00159,2024-05-03,2024-05-04,2024-06-03,Get $2 Off Sweet Snacks Combo,Soft Drinks,Lapsed,Cashback,Weekly,Expired,,,,4.12,1,0.0,1,1,0,0,South,,,Brown,Elapsed,2024-05,CUST00160
OFF00160,2024-03-08,2024-03-09,2024-03-16,Buy 1 Get 1 Sweet Snacks Free,Soft Drinks,Loyalist,Cashback,Monthly,Redeemed,2024-03-10,2024-03-11,2024-03-12,3.17,1,5.1653407220738,1,1,1,1,North,3.0,Tuesday,Brown,Elapsed,2024-03,CUST00161
OFF00161,2024-04-11,2024-04-12,2024-04-26,20% off Carbonated Drinks,Frozen Foods,Lapsed,BOGO,Weekly,Redeemed,2024-04-13,2024-04-14,2024-04-15,3.55,1,0.0,1,1,0,0,Central,3.0,Monday,Brown,Elapsed,2024-04,CUST00162
OFF00162,2024-03-30,2024-03-31,2024-04-14,Free Print Credit on Recharge,Energy Drinks,Loyalist,Cashback,Fortnightly,Redeemed,2024-03-31,2024-04-01,2024-04-03,2.03,0,0.0,1,0,0,0,North,3.0,Wednesday,Brown,Elapsed,2024-03,CUST00163
OFF00163,2024-06-10,2024-06-11,2024-06-18,20% off Carbonated Drinks,Sweet Snacks,Loyalist,Discount,Fortnightly,Expired,2024-06-11,2024-06-12,,3.2,1,0.0,1,1,0,0,West,,,Platinum,In Life,2024-06,CUST00164
OFF00164,2024-01-09,2024-01-10,2024-01-17,Buy 1 Get 1 Sweet Snacks Free,Sweet Snacks,Loyalist,BOGO,Monthly,Redeemed,2024-01-11,2024-01-12,2024-01-13,1.83,1,0.0,0,0,0,0,West,3.0,Saturday,Gold,Early Life,2024-01,CUST00165
OFF00165,2024-01-10,2024-01-11,2024-01-18,Buy Hot Coffee and Get 50 Points,Soft Drinks,Loyalist,BOGO,Weekly,Expired,2024-01-11,,,4.71,0,0.0,1,0,0,0,North,,,Gold,In Life,2024-01,CUST00166
OFF00166,2024-05-04,2024-05-05,2024-05-19,Get $2 Cashback on Car Care,Frozen Foods,Lapsed,BOGO,Weekly,Expired,2024-05-05,,,3.71,0,0.0,1,0,0,0,Central,,,Brown,Early Life,2024-05,CUST00167
OFF00167,2024-04-24,2024-04-25,2024-05-02,Buy 1 Get 1 Sweet Snacks Free,Hot Coffee,Loyalist,BOGO,Weekly,Redeemed,2024-04-25,2024-04-26,2024-04-27,3.26,1,0.0,1,0,0,0,Central,2.0,Saturday,Brown,Early Life,2024-04,CUST00168
OFF00168,2024-03-05,2024-03-06,2024-03-13,Buy 2 Get 1 Free on Sodas,Energy Drinks,New,BOGO,Monthly,Redeemed,2024-03-07,2024-03-08,2024-03-10,1.99,1,0.0,1,0,0,0,Central,4.0,Sunday,Silver,Early Life,2024-03,CUST00169
OFF00169,2024-04-21,2024-04-22,2024-05-22,Free Tyre Check with Car Care Service,Printer Services,New,BOGO,Weekly,Redeemed,2024-04-23,2024-04-24,2024-04-25,2.64,1,5.653957609729948,1,1,1,1,West,3.0,Thursday,Gold,Elapsed,2024-04,CUST00170
OFF00170,2024-03-12,2024-03-13,2024-03-27,20% off Carbonated Drinks,Car Care,Loyalist,Cashback,Weekly,Redeemed,2024-03-13,2024-03-14,2024-03-16,4.12,1,0.0,1,0,0,0,South,3.0,Saturday,Platinum,Elapsed,2024-03,CUST00171
OFF00171,2024-03-14,2024-03-15,2024-03-29,20% off Carbonated Drinks,Sweet Snacks,Lapsed,Cashback,Fortnightly,Redeemed,2024-03-15,2024-03-16,2024-03-18,1.96,1,0.0,1,0,0,0,South,3.0,Monday,Gold,Early Life,2024-03,CUST00172
OFF00172,2024-02-23,2024-02-24,2024-03-02,Buy Hot Coffee and Get 50 Points,Grocery,Loyalist,BOGO,Weekly,Redeemed,2024-02-24,2024-02-25,2024-02-27,1.52,1,0.0,1,1,0,0,East,3.0,Tuesday,Platinum,Early Life,2024-02,CUST00173
OFF00173,2024-06-19,2024-06-20,2024-06-27,Free Tyre Check with Car Care Service,Soft Drinks,New,Discount,Monthly,Redeemed,2024-06-20,2024-06-21,2024-06-23,2.23,1,0.0,1,1,0,0,South,3.0,Sunday,Brown,Early Life,2024-06,CUST00174
OFF00174,2024-03-29,2024-03-30,2024-04-29,Get $2 Cashback on Car Care,Car Care,Loyalist,BOGO,Fortnightly,Expired,2024-03-31,,,4.18,0,9.131395235315646,1,1,1,1,North,,,Brown,Early Life,2024-03,CUST00175
OFF00175,2024-04-04,2024-04-05,2024-04-12,Buy Hot Coffee and Get 50 Points,Salty Snacks,Lapsed,BOGO,Weekly,Expired,2024-04-05,,,4.53,0,0.0,1,1,0,0,North,,,Brown,Elapsed,2024-04,CUST00176
OFF00176,2024-04-12,2024-04-13,2024-04-27,Buy 1 Get 1 Sweet Snacks Free,Energy Drinks,New,BOGO,Monthly,Redeemed,2024-04-14,2024-04-15,2024-04-16,2.66,1,0.0,1,1,0,0,Central,3.0,Tuesday,Brown,In Life,2024-04,CUST00177
OFF00177,2024-03-01,2024-03-02,2024-04-01,20% off Carbonated Drinks,Salty Snacks,Lapsed,BOGO,Monthly,Expired,2024-03-02,,,4.13,1,0.0,1,0,0,0,West,,,Gold,In Life,2024-03,CUST00178
OFF00178,2024-06-14,2024-06-15,2024-06-29,Free Print Credit on Recharge,Printer Services,Loyalist,BOGO,Fortnightly,Expired,2024-06-16,,,2.33,1,5.151051353577444,1,1,1,1,Central,,,Platinum,Elapsed,2024-06,CUST00179
OFF00179,2024-05-15,2024-05-16,2024-05-23,Buy 2 Get 1 Free on Sodas,Energy Drinks,Loyalist,Cashback,Monthly,Expired,2024-05-17,2024-05-18,,3.04,0,0.0,0,0,0,0,East,,,Silver,In Life,2024-05,CUST00180
OFF00180,2024-05-07,2024-05-08,2024-06-07,20% off Carbonated Drinks,Hot Coffee,Lapsed,Cashback,Monthly,Expired,2024-05-09,2024-05-10,,1.08,1,0.0,1,1,0,0,East,,,Platinum,Elapsed,2024-05,CUST00181
OFF00181,2024-03-05,2024-03-06,2024-03-20,Get $2 Off Sweet Snacks Combo,Soft Drinks,New,Cashback,Fortnightly,Expired,2024-03-07,2024-03-08,,3.85,1,0.0,1,0,0,0,East,,,Brown,Elapsed,2024-03,CUST00182
OFF00182,2024-01-05,2024-01-06,2024-01-20,20% off Carbonated Drinks,Soft Drinks,Loyalist,Cashback,Fortnightly,Redeemed,2024-01-07,2024-01-08,2024-01-09,3.87,1,8.521446033345116,1,1,1,1,Central,3.0,Tuesday,Gold,Early Life,2024-01,CUST00183
OFF00183,2024-04-29,2024-04-30,2024-05-14,Flat $1 Off Hot Coffee,Car Care,Loyalist,BOGO,Weekly,Redeemed,2024-05-01,2024-05-02,2024-05-03,1.4,0,0.0,1,1,0,0,Central,3.0,Friday,Silver,Early Life,2024-04,CUST00184
OFF00184,2024-04-24,2024-04-25,2024-05-02,Buy Hot Coffee and Get 50 Points,Hot Coffee,New,BOGO,Weekly,Expired,2024-04-26,2024-04-27,,2.44,1,0.0,1,1,0,0,Central,,,Brown,Early Life,2024-04,CUST00185
OFF00185,2024-04-18,2024-04-19,2024-04-26,Free Tyre Check with Car Care Service,Energy Drinks,New,BOGO,Fortnightly,Expired,2024-04-19,2024-04-20,,2.93,1,6.728976405395771,1,1,1,1,East,,,Gold,Elapsed,2024-04,CUST00186
OFF00186,2024-02-12,2024-02-13,2024-02-20,Flat $1 off Printer Services,Printer Services,Lapsed,BOGO,Weekly,Expired,,,,4.1,1,7.6973499079761805,1,1,1,1,West,,,Brown,In Life,2024-02,CUST00187
OFF00187,2024-01-26,2024-01-27,2024-02-03,20% off Carbonated Drinks,Salty Snacks,Lapsed,BOGO,Fortnightly,Redeemed,2024-01-28,2024-01-29,2024-01-31,4.29,1,0.0,0,0,0,0,Central,4.0,Wednesday,Silver,Elapsed,2024-01,CUST00188
OFF00188,2024-01-11,2024-01-12,2024-01-26,20% off Carbonated Drinks,Hot Coffee,Lapsed,Cashback,Weekly,Expired,2024-01-12,2024-01-13,,3.88,1,0.0,1,0,0,0,Central,,,Gold,In Life,2024-01,CUST00189
OFF00189,2024-06-10,2024-06-11,2024-07-11,Buy 1 Get 1 Sweet Snacks Free,Grocery,Lapsed,Cashback,Monthly,Activated,2024-06-11,2024-06-12,,1.86,1,0.0,1,0,0,0,West,,,Silver,Elapsed,2024-06,CUST00190
OFF00190,2024-05-09,2024-05-10,2024-05-17,Flat $1 Off Hot Coffee,Hot Coffee,New,BOGO,Weekly,Expired,2024-05-10,2024-05-11,,2.43,1,0.0,1,1,0,0,Central,,,Platinum,Early Life,2024-05,CUST00191
OFF00191,2024-01-21,2024-01-22,2024-02-21,Free Print Credit on Recharge,Sweet Snacks,Lapsed,Cashback,Weekly,Expired,2024-01-22,2024-01-23,,1.99,1,3.725401032201924,1,1,1,1,West,,,Platinum,Elapsed,2024-01,CUST00192
OFF00192,2024-04-24,2024-04-25,2024-05-09,Free Tyre Check with Car Care Service,Sweet Snacks,New,BOGO,Fortnightly,Expired,2024-04-25,2024-04-26,,3.55,1,0.0,1,1,0,0,North,,,Brown,Elapsed,2024-04,CUST00193
OFF00193,2024-06-02,2024-06-03,2024-06-10,Flat $1 Off Hot Coffee,Hot Coffee,Lapsed,Cashback,Weekly,Expired,2024-06-03,,,3.59,1,0.0,0,0,0,0,West,,,Silver,Elapsed,2024-06,CUST00194
OFF00194,2024-05-07,2024-05-08,2024-05-22,Get $2 Cashback on Car Care,Salty Snacks,Lapsed,Cashback,Weekly,Expired,2024-05-08,,,1.06,1,2.116254956378223,1,1,1,1,Central,,,Silver,In Life,2024-05,CUST00195
OFF00195,2024-03-16,2024-03-17,2024-03-24,Get $2 Off Sweet Snacks Combo,Printer Services,New,BOGO,Fortnightly,Expired,,,,3.93,1,0.0,0,0,0,0,Central,,,Silver,In Life,2024-03,CUST00196
OFF00196,2024-03-13,2024-03-14,2024-03-21,Get $2 Off Sweet Snacks Combo,Soft Drinks,Lapsed,BOGO,Fortnightly,Redeemed,2024-03-15,2024-03-16,2024-03-18,1.92,1,0.0,1,1,0,0,Central,4.0,Monday,Silver,Early Life,2024-03,CUST00197
OFF00197,2024-03-27,2024-03-28,2024-04-27,Buy 2 Get 1 Free on Sodas,Sweet Snacks,Loyalist,BOGO,Weekly,Expired,2024-03-28,2024-03-29,,4.21,1,0.0,1,0,0,0,West,,,Brown,Elapsed,2024-03,CUST00198
OFF00198,2024-04-15,2024-04-16,2024-04-30,Free Print Credit on Recharge,Soft Drinks,New,BOGO,Weekly,Expired,2024-04-16,,,4.33,1,0.0,1,0,0,0,Central,,,Platinum,Early Life,2024-04,CUST00199
OFF00199,2024-05-12,2024-05-13,2024-05-27,Get $2 Cashback on Car Care,Hot Coffee,Loyalist,BOGO,Weekly,Expired,2024-05-13,2024-05-14,,4.19,0,0.0,1,1,0,0,South,,,Brown,Elapsed,2024-05,CUST00200
OFF00200,2024-01-09,2024-01-10,2024-01-24,Buy Hot Coffee and Get 50 Points,Energy Drinks,Lapsed,BOGO,Fortnightly,Expired,2024-01-10,,,2.63,1,0.0,1,0,0,0,North,,,Brown,Early Life,2024-01,CUST00201
OFF00201,2024-04-28,2024-04-29,2024-05-29,Get $2 Off Sweet Snacks Combo,Frozen Foods,New,BOGO,Fortnightly,Expired,2024-04-29,2024-04-30,,2.39,1,0.0,1,1,0,0,West,,,Gold,Early Life,2024-04,CUST00202
OFF00202,2024-02-19,2024-02-20,2024-03-21,Buy 2 Get 1 Free on Sodas,Hot Coffee,Loyalist,BOGO,Weekly,Redeemed,2024-02-20,2024-02-21,2024-02-22,2.74,1,0.0,1,0,0,0,Central,2.0,Thursday,Gold,In Life,2024-02,CUST00203
OFF00203,2024-01-10,2024-01-11,2024-01-25,20% off Carbonated Drinks,Sweet Snacks,Lapsed,BOGO,Fortnightly,Redeemed,2024-01-12,2024-01-13,2024-01-15,3.11,1,0.0,1,1,0,0,Central,4.0,Monday,Platinum,In Life,2024-01,CUST00204
OFF00204,2024-04-22,2024-04-23,2024-05-07,Get $2 Cashback on Car Care,Printer Services,New,Cashback,Weekly,Redeemed,2024-04-23,2024-04-24,2024-04-26,2.0,1,0.0,1,0,0,0,Central,3.0,Friday,Gold,Elapsed,2024-04,CUST00205
OFF00205,2024-01-10,2024-01-11,2024-01-18,Get $2 Off Sweet Snacks Combo,Sweet Snacks,New,Cashback,Weekly,Redeemed,2024-01-11,2024-01-12,2024-01-14,4.73,1,0.0,1,1,0,0,North,3.0,Sunday,Silver,In Life,2024-01,CUST00206
