SubCategory2,Segment,Offer_Type,Generosity Level,Scenario_Insight,Generosity_Numeric
Soft Drinks,Lapsed,BOGO,70%,Test this range in pilot to assess behavioral and financial response.,70
Soft Drinks,Lapsed,BOGO,75%,Very high generosity – test with caution; high cost implications.,75
Soft Drinks,Lapsed,BOGO,80%,Very high generosity – test with caution; high cost implications.,80
Soft Drinks,Lapsed,BOGO,85%,Very high generosity – test with caution; high cost implications.,85
Soft Drinks,Lapsed,BOGO,90%,Very high generosity – test with caution; high cost implications.,90
Soft Drinks,Lapsed,BOGO,95%,Very high generosity – test with caution; high cost implications.,95
Soft Drinks,Lapsed,BOGO,100%,Very high generosity – test with caution; high cost implications.,100
Soft Drinks,Lapsed,Cashback,5%,Too low to drive behavior change in any segment.,5
Soft Drinks,Lapsed,Cashback,10%,Drives loyalty engagement effectively.,10
Soft Drinks,Lapsed,Cashback,15%,Drives loyalty engagement effectively.,15
Soft Drinks,Lapsed,Cashback,20%,Drives loyalty engagement effectively.,20
Soft Drinks,Lapsed,Cashback,25%,High enough for reactivation but monitor cost efficiency.,25
Soft Drinks,Lapsed,Cashback,30%,High enough for reactivation but monitor cost efficiency.,30
Soft Drinks,Lapsed,Cashback,35%,"Beyond 30% cashback, marginal ROI typically falls.",35
Soft Drinks,Lapsed,Cashback,40%,"Beyond 30% cashback, marginal ROI typically falls.",40
Soft Drinks,Lapsed,Cashback,45%,"Beyond 30% cashback, marginal ROI typically falls.",45
Soft Drinks,Lapsed,Cashback,50%,"Beyond 30% cashback, marginal ROI typically falls.",50
Soft Drinks,Lapsed,Cashback,55%,"Beyond 30% cashback, marginal ROI typically falls.",55
Soft Drinks,Lapsed,Cashback,60%,"Beyond 30% cashback, marginal ROI typically falls.",60
Soft Drinks,Lapsed,Cashback,65%,"Beyond 30% cashback, marginal ROI typically falls.",65
Soft Drinks,Lapsed,Cashback,70%,"Beyond 30% cashback, marginal ROI typically falls.",70
Soft Drinks,Lapsed,Cashback,75%,"Beyond 30% cashback, marginal ROI typically falls.",75
Soft Drinks,Lapsed,Cashback,80%,"Beyond 30% cashback, marginal ROI typically falls.",80
Soft Drinks,Lapsed,Cashback,85%,"Beyond 30% cashback, marginal ROI typically falls.",85
Soft Drinks,Lapsed,Cashback,90%,"Beyond 30% cashback, marginal ROI typically falls.",90
Soft Drinks,Lapsed,Cashback,95%,"Beyond 30% cashback, marginal ROI typically falls.",95
Soft Drinks,Lapsed,Cashback,100%,"Beyond 30% cashback, marginal ROI typically falls.",100
Soft Drinks,Lapsed,Discount,5%,Too low to drive behavior change in any segment.,5
Soft Drinks,Lapsed,Discount,10%,Low impact; may not create enough incentive.,10
Soft Drinks,Lapsed,Discount,15%,Low impact; may not create enough incentive.,15
Soft Drinks,Lapsed,Discount,20%,Optimal band; good cost-to-uplift tradeoff.,20
Soft Drinks,Lapsed,Discount,25%,Optimal band; good cost-to-uplift tradeoff.,25
Soft Drinks,Lapsed,Discount,30%,Likely to inflate cost without proportionate returns.,30
Soft Drinks,Lapsed,Discount,35%,Likely to inflate cost without proportionate returns.,35
Soft Drinks,Lapsed,Discount,40%,Likely to inflate cost without proportionate returns.,40
Soft Drinks,Lapsed,Discount,45%,Likely to inflate cost without proportionate returns.,45
Soft Drinks,Lapsed,Discount,50%,Likely to inflate cost without proportionate returns.,50
Soft Drinks,Lapsed,Discount,55%,Likely to inflate cost without proportionate returns.,55
Soft Drinks,Lapsed,Discount,60%,Likely to inflate cost without proportionate returns.,60
Soft Drinks,Lapsed,Discount,65%,Likely to inflate cost without proportionate returns.,65
Soft Drinks,Lapsed,Discount,70%,Likely to inflate cost without proportionate returns.,70
Soft Drinks,Lapsed,Discount,75%,Likely to inflate cost without proportionate returns.,75
Soft Drinks,Lapsed,Discount,80%,Likely to inflate cost without proportionate returns.,80
Soft Drinks,Lapsed,Discount,85%,Likely to inflate cost without proportionate returns.,85
Soft Drinks,Lapsed,Discount,90%,Likely to inflate cost without proportionate returns.,90
Soft Drinks,Lapsed,Discount,95%,Likely to inflate cost without proportionate returns.,95
Soft Drinks,Lapsed,Discount,100%,Likely to inflate cost without proportionate returns.,100
Soft Drinks,New,BOGO,5%,Too low to drive behavior change in any segment.,5
Soft Drinks,New,BOGO,10%,Insufficient to create meaningful impact in most contexts.,10
Soft Drinks,New,BOGO,15%,Test this range in pilot to assess behavioral and financial response.,15
Soft Drinks,New,BOGO,20%,Test this range in pilot to assess behavioral and financial response.,20
Soft Drinks,New,BOGO,25%,Test this range in pilot to assess behavioral and financial response.,25
Soft Drinks,New,BOGO,30%,Test this range in pilot to assess behavioral and financial response.,30
Soft Drinks,New,BOGO,35%,Test this range in pilot to assess behavioral and financial response.,35
Soft Drinks,New,BOGO,40%,Test this range in pilot to assess behavioral and financial response.,40
Soft Drinks,New,BOGO,45%,Test this range in pilot to assess behavioral and financial response.,45
Soft Drinks,New,BOGO,50%,Test this range in pilot to assess behavioral and financial response.,50
Soft Drinks,New,BOGO,55%,Test this range in pilot to assess behavioral and financial response.,55
Soft Drinks,New,BOGO,60%,Test this range in pilot to assess behavioral and financial response.,60
Soft Drinks,New,BOGO,65%,Test this range in pilot to assess behavioral and financial response.,65
Soft Drinks,New,BOGO,70%,Test this range in pilot to assess behavioral and financial response.,70
Soft Drinks,New,BOGO,75%,Very high generosity – test with caution; high cost implications.,75
Soft Drinks,New,BOGO,80%,Very high generosity – test with caution; high cost implications.,80
Soft Drinks,New,BOGO,85%,Very high generosity – test with caution; high cost implications.,85
Soft Drinks,New,BOGO,90%,Very high generosity – test with caution; high cost implications.,90
Soft Drinks,New,BOGO,95%,Very high generosity – test with caution; high cost implications.,95
Soft Drinks,New,BOGO,100%,Very high generosity – test with caution; high cost implications.,100
Soft Drinks,New,Cashback,5%,Too low to drive behavior change in any segment.,5
Soft Drinks,New,Cashback,10%,Drives loyalty engagement effectively.,10
Soft Drinks,New,Cashback,15%,Drives loyalty engagement effectively.,15
Soft Drinks,New,Cashback,20%,Drives loyalty engagement effectively.,20
Soft Drinks,New,Cashback,25%,High enough for reactivation but monitor cost efficiency.,25
Soft Drinks,New,Cashback,30%,High enough for reactivation but monitor cost efficiency.,30
Soft Drinks,New,Cashback,35%,"Beyond 30% cashback, marginal ROI typically falls.",35
Soft Drinks,New,Cashback,40%,"Beyond 30% cashback, marginal ROI typically falls.",40
Soft Drinks,New,Cashback,45%,"Beyond 30% cashback, marginal ROI typically falls.",45
Soft Drinks,New,Cashback,50%,"Beyond 30% cashback, marginal ROI typically falls.",50
Soft Drinks,New,Cashback,55%,"Beyond 30% cashback, marginal ROI typically falls.",55
Soft Drinks,New,Cashback,60%,"Beyond 30% cashback, marginal ROI typically falls.",60
Soft Drinks,New,Cashback,65%,"Beyond 30% cashback, marginal ROI typically falls.",65
Soft Drinks,New,Cashback,70%,"Beyond 30% cashback, marginal ROI typically falls.",70
Soft Drinks,New,Cashback,75%,"Beyond 30% cashback, marginal ROI typically falls.",75
Soft Drinks,New,Cashback,80%,"Beyond 30% cashback, marginal ROI typically falls.",80
Soft Drinks,New,Cashback,85%,"Beyond 30% cashback, marginal ROI typically falls.",85
Soft Drinks,New,Cashback,90%,"Beyond 30% cashback, marginal ROI typically falls.",90
Soft Drinks,New,Cashback,95%,"Beyond 30% cashback, marginal ROI typically falls.",95
Soft Drinks,New,Cashback,100%,"Beyond 30% cashback, marginal ROI typically falls.",100
Soft Drinks,New,Discount,5%,Too low to drive behavior change in any segment.,5
Soft Drinks,New,Discount,10%,Low impact; may not create enough incentive.,10
Soft Drinks,New,Discount,15%,Low impact; may not create enough incentive.,15
Soft Drinks,New,Discount,20%,Optimal band; good cost-to-uplift tradeoff.,20
Soft Drinks,New,Discount,25%,Optimal band; good cost-to-uplift tradeoff.,25
Soft Drinks,New,Discount,30%,Likely to inflate cost without proportionate returns.,30
Soft Drinks,New,Discount,35%,Likely to inflate cost without proportionate returns.,35
Soft Drinks,New,Discount,40%,Likely to inflate cost without proportionate returns.,40
Soft Drinks,New,Discount,45%,Likely to inflate cost without proportionate returns.,45
Soft Drinks,New,Discount,50%,Likely to inflate cost without proportionate returns.,50
Soft Drinks,New,Discount,55%,Likely to inflate cost without proportionate returns.,55
Soft Drinks,New,Discount,60%,Likely to inflate cost without proportionate returns.,60
Soft Drinks,New,Discount,65%,Likely to inflate cost without proportionate returns.,65
Soft Drinks,New,Discount,70%,Likely to inflate cost without proportionate returns.,70
Soft Drinks,New,Discount,75%,Likely to inflate cost without proportionate returns.,75
Soft Drinks,New,Discount,80%,Likely to inflate cost without proportionate returns.,80
Soft Drinks,New,Discount,85%,Likely to inflate cost without proportionate returns.,85
Soft Drinks,New,Discount,90%,Likely to inflate cost without proportionate returns.,90
Soft Drinks,New,Discount,95%,Likely to inflate cost without proportionate returns.,95
Soft Drinks,New,Discount,100%,Likely to inflate cost without proportionate returns.,100
Sweet Snacks,Loyalist,BOGO,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,Loyalist,BOGO,10%,Insufficient to create meaningful impact in most contexts.,10
Sweet Snacks,Loyalist,BOGO,15%,Test this range in pilot to assess behavioral and financial response.,15
Sweet Snacks,Loyalist,BOGO,20%,Test this range in pilot to assess behavioral and financial response.,20
Sweet Snacks,Loyalist,BOGO,25%,Test this range in pilot to assess behavioral and financial response.,25
Sweet Snacks,Loyalist,BOGO,30%,Test this range in pilot to assess behavioral and financial response.,30
Sweet Snacks,Loyalist,BOGO,35%,Test this range in pilot to assess behavioral and financial response.,35
Sweet Snacks,Loyalist,BOGO,40%,Test this range in pilot to assess behavioral and financial response.,40
Sweet Snacks,Loyalist,BOGO,45%,Test this range in pilot to assess behavioral and financial response.,45
Sweet Snacks,Loyalist,BOGO,50%,Test this range in pilot to assess behavioral and financial response.,50
Sweet Snacks,Loyalist,BOGO,55%,Test this range in pilot to assess behavioral and financial response.,55
Sweet Snacks,Loyalist,BOGO,60%,Test this range in pilot to assess behavioral and financial response.,60
Sweet Snacks,Loyalist,BOGO,65%,Test this range in pilot to assess behavioral and financial response.,65
Sweet Snacks,Loyalist,BOGO,70%,Test this range in pilot to assess behavioral and financial response.,70
Sweet Snacks,Loyalist,BOGO,75%,Very high generosity – test with caution; high cost implications.,75
Sweet Snacks,Loyalist,BOGO,80%,Very high generosity – test with caution; high cost implications.,80
Sweet Snacks,Loyalist,BOGO,85%,Very high generosity – test with caution; high cost implications.,85
Sweet Snacks,Loyalist,BOGO,90%,Very high generosity – test with caution; high cost implications.,90
Sweet Snacks,Loyalist,BOGO,95%,Very high generosity – test with caution; high cost implications.,95
Sweet Snacks,Loyalist,BOGO,100%,Very high generosity – test with caution; high cost implications.,100
Sweet Snacks,Loyalist,Cashback,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,Loyalist,Cashback,10%,Insufficient to create meaningful impact in most contexts.,10
Sweet Snacks,Loyalist,Cashback,15%,Test this range in pilot to assess behavioral and financial response.,15
Sweet Snacks,Loyalist,Cashback,20%,Test this range in pilot to assess behavioral and financial response.,20
Sweet Snacks,Loyalist,Cashback,25%,Test this range in pilot to assess behavioral and financial response.,25
Sweet Snacks,Loyalist,Cashback,30%,Test this range in pilot to assess behavioral and financial response.,30
Sweet Snacks,Loyalist,Cashback,35%,Test this range in pilot to assess behavioral and financial response.,35
Sweet Snacks,Loyalist,Cashback,40%,Test this range in pilot to assess behavioral and financial response.,40
Sweet Snacks,Loyalist,Cashback,45%,Test this range in pilot to assess behavioral and financial response.,45
Sweet Snacks,Loyalist,Cashback,50%,Test this range in pilot to assess behavioral and financial response.,50
Sweet Snacks,Loyalist,Cashback,55%,Test this range in pilot to assess behavioral and financial response.,55
Sweet Snacks,Loyalist,Cashback,60%,Test this range in pilot to assess behavioral and financial response.,60
Sweet Snacks,Loyalist,Cashback,65%,Test this range in pilot to assess behavioral and financial response.,65
Sweet Snacks,Loyalist,Cashback,70%,Test this range in pilot to assess behavioral and financial response.,70
Sweet Snacks,Loyalist,Cashback,75%,Very high generosity – test with caution; high cost implications.,75
Sweet Snacks,Loyalist,Cashback,80%,Very high generosity – test with caution; high cost implications.,80
Sweet Snacks,Loyalist,Cashback,85%,Very high generosity – test with caution; high cost implications.,85
Sweet Snacks,Loyalist,Cashback,90%,Very high generosity – test with caution; high cost implications.,90
Sweet Snacks,Loyalist,Cashback,95%,Very high generosity – test with caution; high cost implications.,95
Sweet Snacks,Loyalist,Cashback,100%,Very high generosity – test with caution; high cost implications.,100
Sweet Snacks,Loyalist,Discount,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,Loyalist,Discount,10%,Insufficient to create meaningful impact in most contexts.,10
Sweet Snacks,Loyalist,Discount,15%,Test this range in pilot to assess behavioral and financial response.,15
Sweet Snacks,Loyalist,Discount,20%,Test this range in pilot to assess behavioral and financial response.,20
Sweet Snacks,Loyalist,Discount,25%,Test this range in pilot to assess behavioral and financial response.,25
Sweet Snacks,Loyalist,Discount,30%,Test this range in pilot to assess behavioral and financial response.,30
Sweet Snacks,Loyalist,Discount,35%,Test this range in pilot to assess behavioral and financial response.,35
Sweet Snacks,Loyalist,Discount,40%,Test this range in pilot to assess behavioral and financial response.,40
Sweet Snacks,Loyalist,Discount,45%,Test this range in pilot to assess behavioral and financial response.,45
Sweet Snacks,Loyalist,Discount,50%,Test this range in pilot to assess behavioral and financial response.,50
Sweet Snacks,Loyalist,Discount,55%,Test this range in pilot to assess behavioral and financial response.,55
Sweet Snacks,Loyalist,Discount,60%,Test this range in pilot to assess behavioral and financial response.,60
Sweet Snacks,Loyalist,Discount,65%,Test this range in pilot to assess behavioral and financial response.,65
Sweet Snacks,Loyalist,Discount,70%,Test this range in pilot to assess behavioral and financial response.,70
Sweet Snacks,Loyalist,Discount,75%,Very high generosity – test with caution; high cost implications.,75
Sweet Snacks,Loyalist,Discount,80%,Very high generosity – test with caution; high cost implications.,80
Sweet Snacks,Loyalist,Discount,85%,Very high generosity – test with caution; high cost implications.,85
Sweet Snacks,Loyalist,Discount,90%,Very high generosity – test with caution; high cost implications.,90
Sweet Snacks,Loyalist,Discount,95%,Very high generosity – test with caution; high cost implications.,95
Sweet Snacks,Loyalist,Discount,100%,Very high generosity – test with caution; high cost implications.,100
Sweet Snacks,Lapsed,BOGO,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,Lapsed,BOGO,10%,Insufficient to create meaningful impact in most contexts.,10
Sweet Snacks,Lapsed,BOGO,15%,Test this range in pilot to assess behavioral and financial response.,15
Sweet Snacks,Lapsed,BOGO,20%,Test this range in pilot to assess behavioral and financial response.,20
Sweet Snacks,Lapsed,BOGO,25%,Test this range in pilot to assess behavioral and financial response.,25
Sweet Snacks,Lapsed,BOGO,30%,Test this range in pilot to assess behavioral and financial response.,30
Sweet Snacks,Lapsed,BOGO,35%,Test this range in pilot to assess behavioral and financial response.,35
Sweet Snacks,Lapsed,BOGO,40%,Test this range in pilot to assess behavioral and financial response.,40
Sweet Snacks,Lapsed,BOGO,45%,Test this range in pilot to assess behavioral and financial response.,45
Sweet Snacks,Lapsed,BOGO,50%,Test this range in pilot to assess behavioral and financial response.,50
Sweet Snacks,Lapsed,BOGO,55%,Test this range in pilot to assess behavioral and financial response.,55
Sweet Snacks,Lapsed,BOGO,60%,Test this range in pilot to assess behavioral and financial response.,60
Sweet Snacks,Lapsed,BOGO,65%,Test this range in pilot to assess behavioral and financial response.,65
Sweet Snacks,Lapsed,BOGO,70%,Test this range in pilot to assess behavioral and financial response.,70
Sweet Snacks,Lapsed,BOGO,75%,Very high generosity – test with caution; high cost implications.,75
Sweet Snacks,Lapsed,BOGO,80%,Very high generosity – test with caution; high cost implications.,80
Sweet Snacks,Lapsed,BOGO,85%,Very high generosity – test with caution; high cost implications.,85
Sweet Snacks,Lapsed,BOGO,90%,Very high generosity – test with caution; high cost implications.,90
Sweet Snacks,Lapsed,BOGO,95%,Very high generosity – test with caution; high cost implications.,95
Sweet Snacks,Lapsed,BOGO,100%,Very high generosity – test with caution; high cost implications.,100
Sweet Snacks,Lapsed,Cashback,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,Lapsed,Cashback,10%,Insufficient to create meaningful impact in most contexts.,10
Sweet Snacks,Lapsed,Cashback,15%,Test this range in pilot to assess behavioral and financial response.,15
Sweet Snacks,Lapsed,Cashback,20%,Test this range in pilot to assess behavioral and financial response.,20
Sweet Snacks,Lapsed,Cashback,25%,Test this range in pilot to assess behavioral and financial response.,25
Sweet Snacks,Lapsed,Cashback,30%,Test this range in pilot to assess behavioral and financial response.,30
Sweet Snacks,Lapsed,Cashback,35%,Test this range in pilot to assess behavioral and financial response.,35
Sweet Snacks,Lapsed,Cashback,40%,Test this range in pilot to assess behavioral and financial response.,40
Sweet Snacks,Lapsed,Cashback,45%,Test this range in pilot to assess behavioral and financial response.,45
Sweet Snacks,Lapsed,Cashback,50%,Test this range in pilot to assess behavioral and financial response.,50
Sweet Snacks,Lapsed,Cashback,55%,Test this range in pilot to assess behavioral and financial response.,55
Sweet Snacks,Lapsed,Cashback,60%,Test this range in pilot to assess behavioral and financial response.,60
Sweet Snacks,Lapsed,Cashback,65%,Test this range in pilot to assess behavioral and financial response.,65
Sweet Snacks,Lapsed,Cashback,70%,Test this range in pilot to assess behavioral and financial response.,70
Sweet Snacks,Lapsed,Cashback,75%,Very high generosity – test with caution; high cost implications.,75
Sweet Snacks,Lapsed,Cashback,80%,Very high generosity – test with caution; high cost implications.,80
Sweet Snacks,Lapsed,Cashback,85%,Very high generosity – test with caution; high cost implications.,85
Sweet Snacks,Lapsed,Cashback,90%,Very high generosity – test with caution; high cost implications.,90
Sweet Snacks,Lapsed,Cashback,95%,Very high generosity – test with caution; high cost implications.,95
Sweet Snacks,Lapsed,Cashback,100%,Very high generosity – test with caution; high cost implications.,100
Sweet Snacks,Lapsed,Discount,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,Lapsed,Discount,10%,Insufficient to create meaningful impact in most contexts.,10
Sweet Snacks,Lapsed,Discount,15%,Test this range in pilot to assess behavioral and financial response.,15
Sweet Snacks,Lapsed,Discount,20%,Test this range in pilot to assess behavioral and financial response.,20
Sweet Snacks,Lapsed,Discount,25%,Test this range in pilot to assess behavioral and financial response.,25
Sweet Snacks,Lapsed,Discount,30%,Test this range in pilot to assess behavioral and financial response.,30
Sweet Snacks,Lapsed,Discount,35%,Test this range in pilot to assess behavioral and financial response.,35
Sweet Snacks,Lapsed,Discount,40%,Test this range in pilot to assess behavioral and financial response.,40
Sweet Snacks,Lapsed,Discount,45%,Test this range in pilot to assess behavioral and financial response.,45
Sweet Snacks,Lapsed,Discount,50%,Test this range in pilot to assess behavioral and financial response.,50
Sweet Snacks,Lapsed,Discount,55%,Test this range in pilot to assess behavioral and financial response.,55
Sweet Snacks,Lapsed,Discount,60%,Test this range in pilot to assess behavioral and financial response.,60
Sweet Snacks,Lapsed,Discount,65%,Test this range in pilot to assess behavioral and financial response.,65
Sweet Snacks,Lapsed,Discount,70%,Test this range in pilot to assess behavioral and financial response.,70
Sweet Snacks,Lapsed,Discount,75%,Very high generosity – test with caution; high cost implications.,75
Sweet Snacks,Lapsed,Discount,80%,Very high generosity – test with caution; high cost implications.,80
Sweet Snacks,Lapsed,Discount,85%,Very high generosity – test with caution; high cost implications.,85
Sweet Snacks,Lapsed,Discount,90%,Very high generosity – test with caution; high cost implications.,90
Sweet Snacks,Lapsed,Discount,95%,Very high generosity – test with caution; high cost implications.,95
Sweet Snacks,Lapsed,Discount,100%,Very high generosity – test with caution; high cost implications.,100
Sweet Snacks,New,BOGO,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,New,BOGO,10%,Insufficient to create meaningful impact in most contexts.,10
Sweet Snacks,New,BOGO,15%,Test this range in pilot to assess behavioral and financial response.,15
Sweet Snacks,New,BOGO,20%,Test this range in pilot to assess behavioral and financial response.,20
Sweet Snacks,New,BOGO,25%,Test this range in pilot to assess behavioral and financial response.,25
Sweet Snacks,New,BOGO,30%,Test this range in pilot to assess behavioral and financial response.,30
Sweet Snacks,New,BOGO,35%,Test this range in pilot to assess behavioral and financial response.,35
Sweet Snacks,New,BOGO,40%,Test this range in pilot to assess behavioral and financial response.,40
Sweet Snacks,New,BOGO,45%,Test this range in pilot to assess behavioral and financial response.,45
Sweet Snacks,New,BOGO,50%,Test this range in pilot to assess behavioral and financial response.,50
Sweet Snacks,New,BOGO,55%,Test this range in pilot to assess behavioral and financial response.,55
Sweet Snacks,New,BOGO,60%,Test this range in pilot to assess behavioral and financial response.,60
Sweet Snacks,New,BOGO,65%,Test this range in pilot to assess behavioral and financial response.,65
Sweet Snacks,New,BOGO,70%,Test this range in pilot to assess behavioral and financial response.,70
Sweet Snacks,New,BOGO,75%,Very high generosity – test with caution; high cost implications.,75
Sweet Snacks,New,BOGO,80%,Very high generosity – test with caution; high cost implications.,80
Sweet Snacks,New,BOGO,85%,Very high generosity – test with caution; high cost implications.,85
Sweet Snacks,New,BOGO,90%,Very high generosity – test with caution; high cost implications.,90
Sweet Snacks,New,BOGO,95%,Very high generosity – test with caution; high cost implications.,95
Sweet Snacks,New,BOGO,100%,Very high generosity – test with caution; high cost implications.,100
Sweet Snacks,New,Cashback,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,New,Cashback,10%,Insufficient to create meaningful impact in most contexts.,10
Sweet Snacks,New,Cashback,15%,Test this range in pilot to assess behavioral and financial response.,15
Sweet Snacks,New,Cashback,20%,Test this range in pilot to assess behavioral and financial response.,20
Sweet Snacks,New,Cashback,25%,Test this range in pilot to assess behavioral and financial response.,25
Sweet Snacks,New,Cashback,30%,Test this range in pilot to assess behavioral and financial response.,30
Sweet Snacks,New,Cashback,35%,Test this range in pilot to assess behavioral and financial response.,35
Sweet Snacks,New,Cashback,40%,Test this range in pilot to assess behavioral and financial response.,40
Sweet Snacks,New,Cashback,45%,Test this range in pilot to assess behavioral and financial response.,45
Sweet Snacks,New,Cashback,50%,Test this range in pilot to assess behavioral and financial response.,50
Sweet Snacks,New,Cashback,55%,Test this range in pilot to assess behavioral and financial response.,55
Sweet Snacks,New,Cashback,60%,Test this range in pilot to assess behavioral and financial response.,60
Sweet Snacks,New,Cashback,65%,Test this range in pilot to assess behavioral and financial response.,65
Sweet Snacks,New,Cashback,70%,Test this range in pilot to assess behavioral and financial response.,70
Sweet Snacks,New,Cashback,75%,Very high generosity – test with caution; high cost implications.,75
Sweet Snacks,New,Cashback,80%,Very high generosity – test with caution; high cost implications.,80
Sweet Snacks,New,Cashback,85%,Very high generosity – test with caution; high cost implications.,85
Sweet Snacks,New,Cashback,90%,Very high generosity – test with caution; high cost implications.,90
Sweet Snacks,New,Cashback,95%,Very high generosity – test with caution; high cost implications.,95
Sweet Snacks,New,Cashback,100%,Very high generosity – test with caution; high cost implications.,100
Sweet Snacks,New,Discount,5%,Too low to drive behavior change in any segment.,5
Sweet Snacks,New,Discount,10%,Encourages impulse trial in indulgence category.,10
Sweet Snacks,New,Discount,15%,Encourages impulse trial in indulgence category.,15
Sweet Snacks,New,Discount,20%,Encourages impulse trial in indulgence category.,20
Sweet Snacks,New,Discount,25%,Avoid excess generosity; consumers may anchor on high discounts.,25
Sweet Snacks,New,Discount,30%,Avoid excess generosity; consumers may anchor on high discounts.,30
Sweet Snacks,New,Discount,35%,Avoid excess generosity; consumers may anchor on high discounts.,35
Sweet Snacks,New,Discount,40%,Avoid excess generosity; consumers may anchor on high discounts.,40
Sweet Snacks,New,Discount,45%,Avoid excess generosity; consumers may anchor on high discounts.,45
Sweet Snacks,New,Discount,50%,Avoid excess generosity; consumers may anchor on high discounts.,50
Sweet Snacks,New,Discount,55%,Avoid excess generosity; consumers may anchor on high discounts.,55
Sweet Snacks,New,Discount,60%,Avoid excess generosity; consumers may anchor on high discounts.,60
Sweet Snacks,New,Discount,65%,Avoid excess generosity; consumers may anchor on high discounts.,65
Sweet Snacks,New,Discount,70%,Avoid excess generosity; consumers may anchor on high discounts.,70
Sweet Snacks,New,Discount,75%,Avoid excess generosity; consumers may anchor on high discounts.,75
Sweet Snacks,New,Discount,80%,Avoid excess generosity; consumers may anchor on high discounts.,80
Sweet Snacks,New,Discount,85%,Avoid excess generosity; consumers may anchor on high discounts.,85
Sweet Snacks,New,Discount,90%,Avoid excess generosity; consumers may anchor on high discounts.,90
Sweet Snacks,New,Discount,95%,Avoid excess generosity; consumers may anchor on high discounts.,95
Sweet Snacks,New,Discount,100%,Avoid excess generosity; consumers may anchor on high discounts.,100
